Virus,VirusTaxID
vaal rhebok herpesvirus mmn-2004,302475
pelican hepacivirus,2777469
cyprinid herpesvirus 4,1551589
chinese soft-shelled turtle flavivirus,2814814
chinese softshell turtle hepacivirus,2116373
chinese softshell turtle picornavirus 1,2116176
chinese softshell turtle picornavirus 2,2116177
pelodiscus sinensis picornavirus 1,2058161
soft-shelled turtle systemic septicemia spherical virus,2770103
trionyx sinensis hemorrhagic syndrome virus,1705352
ranavirus krv-1,892003
rana esculenta virus 50-283-1/dnk/2008,643415
zuerich pelophylax collection ranavirus,1322248
rana plancyi virus ms-2009a,626738
turtle herpesvirus,2019557
melon-headed whale alphaherpesvirus,655487
bandicoot papillomatosis carcinomatosis virus type 1,479058
fiwi virus,2675848
oberland virus,2675849
perch actinovirus,2848146
perch perhabdovirus,1256869
percid herpesvirus 2,2219644
rhabdovirus 10716,1094302
rhabdovirus 27v10,1094303
rhabdovirus 9574.01,1094305
rhabdovirus 9574.1,1094306
rhabdovirus dorson86,1094308
rhabdovirus m7173,1094309
rhabdovirus m71731,1094310
rhabdovirus n4925,1094311
rhabdovirus p8350,1094312
rhabdovirus r6146,1094313
rhabdovirus x247,1094319
sea trout perhabdovirus,179986
australian bass nervous necrosis virus,464937
parvovirus partridge/pa147/ita/2008,995017
alphacoronavirus perimyotis subflavus,1235421
bat calicivirus a10,2184710
avipoxvirus isolate pat/07,656810
avipoxvirus pat/07,1047205
periparus ater circoviridae sp.,2815004
periparus ater cress-dna-virus sp.,2815050
periparus ater genomoviridae sp.,2814985
periparus ater ichthamaparvovirus,2794548
periparus ater parvoviridae sp.,2794527
montano orthohantavirus,1980481
huitzilac virus,1000587
limestone canyon virus,139445
mouse kobuvirus m-5/usa/2010,1074213
hantavirus monongahela-1,42356
hantavirus monongahela-2,42357
hantavirus monongahela-3,42358
hepacivirus e,2008764
iotapapillomavirus 2,2169961
peromyscus adeno-associated virus m-6/usa/2010,1074212
peromyscus adenovirus m-6/usa/2010,1074211
carrizal virus,1000586
avipoxvirus papv/nzl/2002,986727
avipoxvirus ptpv/nzl/2005,986726
black robin associated gemykibivirus 1,1391037
african swine fever virus,10497
neotropic cormorant aviadenovirus,2086357
neotropic cormorant herpesvirus,2086349
avipoxvirus japanese cormorant/iwakuni/2017,2582417
avipoxvirus japanese cormorant/miyoshi/2017,2582418
avipoxvirus japanese cormorant/yamanashi/2017,2734904
avipoxvirus japanese cormorant/yamanashi/2019,2734905
burpengary virus,2614061
koala hepacivirus,2777466
koala retrovirus,394239
phascolarctid gammaherpesvirus 1,2249313
phascolarctid herpesvirus 1,1130095
phascolarctid herpesvirus 2,1210004
farmington virus,1027468
jingmen ascaridia virus 1,1923346
jingmen birna-like virus,1923347
jingmen bunya-like virus 1,1923348
jingmen picobirna-like virus 1,1923349
jingmen picorna-like virus,1923350
jingmen tombus-like virus 1,1923351
jingmen tombus-like virus 2,1938656
jingmen toti-like virus 1,1923352
araguari virus,352236
piry vesiculovirus,1972575
tai forest hepadnavirus,2557875
philantomba monticola polyomavirus 1,2170411
avipoxvirus pccpv1/nzl/2006,986723
avipoxvirus pccpv2/nzl/2007,986720
ribbon seal picornavirus,2730083
phocid gammaherpesvirus 3,2560643
harbor seal coronavirus 1,679171
harbor seal picornavirus,2730082
hepatovirus b,1987123
phocid alphaherpesvirus 1,47418
phocid gammaherpesvirus 2,47419
phocid herpesvirus 5,672021
phocid herpesvirus 6,1204578
phocid orthoreovirus 1,2854225
phocine adenovirus 2,1204572
seal anellovirus 3,1427156
seal anellovirus tffn/usa/2006,991022
torque teno pinniped virus 2,2846528
torque teno pinniped virus 4,2846530
torque teno seal virus 4,2560818
dyopipapillomavirus 1,1513252
harbor porpoise alphavirus,2730539
harbour porpoise adenovirus 1,1958807
harbour porpoise rhabdovirus,2598784
omikronpapillomavirus 1,82676
phocoena adenovirus 1,1088787
phocoena pestivirus,2653709
phocoena phocoena herpesvirus type 2,1809460
phocoena phocoena herpesvirus type 3,1809459
phocoena phocoena papillomavirus 5,1163706
phocoena phocoena papillomavirus sw1999/152,706532
phocoenid herpesvirus 1,1720233
upsilonpapillomavirus 3,1513275
phocoena spinipinnis papillomavirus ias50.2,706531
avipoxvirus isolate midway islands,1294104
avipoxvirus fgpv_kd09.zaf,1367515
avipoxvirus flamingo/kd09/zaf,704179
flamingopox virus fgpvkd09,2059380
phoenicopterid herpesvirus 1,1643444
avipoxvirus flamingo/pt-29021/portugal/2010,1006326
phoenicopterus roseus cress-dna-virus sp.,2815052
phoenicopterus roseus genomoviridae sp.,2814987
phoenicopterus roseus parvo-like hybrid virus,2794530
flamingopox virus,503979
phoenicurus auroreus cress-dna-virus sp.,2815053
phoenicurus auroreus genomoviridae sp.,2814988
phoenicurus auroreus parvoviridae sp.,2794531
photopectoralis bindus nervous necrosis virus,683901
phylloscopus fuscatus cress-dna-virus sp.,2815054
phylloscopus fuscatus ichthamaparvovirus,2794549
phylloscopus fuscatus parvoviridae sp.,2794534
phylloscopus inornatus genomoviridae sp.,2814958
phylloscopus inornatus parvoviridae sp.,2794539
phylloscopus proregulus brevihamaparvovirus,2794566
phylloscopus proregulus genomoviridae sp.,2814959
phylloscopus proregulus ichthamaparvovirus,2794550
phylloscopus proregulus parvoviridae sp.,2794532
phylloscopus schwarzi parvoviridae sp.,2794533
phylloscopus tenellipes cress-dna-virus sp.,2815055
coronavirus btcov/kp816/phy_dis/pan/2011,1269316
coronavirus btcov/kp817/phy_dis/pan/2011,1269317
paramyxovirus predict_pmv-33,1647233
sperm whale gammaherpesvirus,655488
physiculus japonicus nervous necrosis virus,670544
avipoxvirus isolate colorado,1294096
deltacoronavirus hnu1-1,2814911
deltacoronavirus hnu1-2,2814912
deltacoronavirus hnu2,2814914
deltacoronavirus hnu3,2814913
colobus badius cytomegalovirus 1,203137
piliocolobus badius adenovirus 1,1076324
piliocolobus badius adenovirus 2,1076325
piliocolobus badius adenovirus 3,1076326
piliocolobus badius lymphocryptovirus 1,212719
piliocolobus badius lymphocryptovirus 2,691500
piliocolobus badius polyomavirus 1,1236405
piliocolobus rufomitratus polyomavirus 1,1236407
etaarterivirus ugarco 1,2501969
minovirus a,2560597
pimephales minnow adintovirus,2609864
bat astrovirus pa/sichuan/a367/2005,627553
huangpi virus,1314972
mamastrovirus 16,1239580
pipistrellus abramus bat coronavirus hku5-related,2691590
pipistrellus bat alphacoronavirus,2023657
pipistrellus bat coronavirus hku5,694008
taiwan bat lyssavirus,2026129
wenzhou pipistrellus abramus orthohepevirus 1,2832083
coronavirus predict cov-34,2042559
alphacoronavirus bat-cov/p.kuhlii/italy/206645-41/2011,2492656
alphacoronavirus bat-cov/p.kuhlii/italy/206679-3/2010,2492657
alphacoronavirus bat-cov/p.kuhlii/italy/3398-19/2015,2492658
alphacoronavirus p.kuh/iprima/spain/2007,1076424
alphacoronavirus pipistrellus kuhlii/italy/206645-41/2010,1429852
alphacoronavirus pipistrellus kuhlii/italy/206679-3/2010,1429853
bat coronavirus pikuh/cii_ksa_001/riyadh/saudi arabia/2013,1381362
bat mastadenovirus b,1146874
betacoronavirus pipistrellus kuhlii/italy/206645-27/2011,1429856
betacoronavirus pipistrellus kuhlii/italy/206645-29/2011,1429857
betacoronavirus pipistrellus kuhlii/italy/206645-3/2011,1429858
betacoronavirus pipistrellus kuhlii/italy/206645-53/2011,1429859
betacoronavirus pipistrellus kuhlii/italy/206645-54/2011,1429860
betacoronavirus pipistrellus kuhlii/italy/206645-63/2011,1429861
betacoronavirus pipistrellus kuhlii/italy/330375-15/2012,1429862
kuhl's pipistrelle adenovirus 1,1530277
paramyxovirus predict_pmv-118,2711035
pipistrellus kuhlii betaherpesvirus 1,1325396
vaprio ledantevirus,2560829
bat coronavirus btcov/8-691/pip_nat/rou/2009,1284372
bat coronavirus btcov/ukr-g17/pip_nat/ukr/2011,1284374
bat coronavirus p.nat/ger/1048/2013,1746087
nathusius's pipistrelle adenovirus 1,1530282
alphacoronavirus pip1_cr_fr_2014,1696541
alphacoronavirus pip2_cr_fr_2014,1696542
alphacoronavirus pip3_m_fr_2014,1696543
common pipistrelle adenovirus 2,1530288
common pipistrelle adenovirus 3,1530274
common pipistrelle adenovirus 4,1530275
coronavirus p.pipi/vm312/2008/nld,745728
coronavirus p.pipi/vm314/2008/nld,745741
coronavirus predict cov-61,2042585
paramyxovirus bat/e95/2009,1131701
paramyxovirus predict_pmv-41,1647241
parechovirus sp.,2516502
parechovirus sp. qapp32,2529445
pipistrellus pipistrellus betaherpesvirus 1,1325397
pipistrellus pipistrellus betaherpesvirus 2,1325398
pipistrellus pipistrellus polyomavirus 1,2447808
sokoluk virus,64317
astrovirus bastv/bs50/hun/2013,1511630
bat coronavirus btcov/8-724/pip_pyg/rou/2009,1284373
bat coronavirus p.pyg/ger/9848/2014,1746088
coronavirus btcov/bs49/hun/2013,1511621
pipistrellus pygmaeus betaherpesvirus 1,1325399
soprano pipistrelle adenovirus 1,1530302
soprano pipistrelle adenovirus 2,1530303
soprano pipistrelle adenovirus 3,1530304
soprano pipistrelle adenovirus 4,1530305
pithecia pithecia cytomegalovirus,1881008
pithecia pithecia lymphocryptovirus 1,209062
pithecia pithecia polyomavirus 1,1236408
mugil cephalus encephalitis virus,241433
platax orbicularis nervous necrosis virus,657416
starry flounder rhabdovirus,262225
platycephalus indicus nervous necrosis virus,670545
tiger flathead astrovirus fl6,2813202
tiger flathead matonavirus fl7,2813203
tiger flathead picornavirus fl8,2813204
avipoxvirus vic-02,1281442
avipoxvirus vic-08,1281441
parrot hepatitis b virus,1128118
plecoglossus altivelis poxvirus,1233983
astrovirus bastv/m24/hun/2012,1511632
astrovirus batastv p.aur/ger,1746082
bat associated circovirus 5,2003310
bat associated cyclovirus 13,1987738
brown long-eared bat adenovirus 1,1530284
paramyxovirus predict_pmv-39,1647239
plecotus auritus rhabdovirus 1,1272573
grey long-eared bat adenovirus 1,1530291
grey long-eared bat adenovirus kupa/2010,1110714
plecotus austriacus betaherpesvirus 1,1325400
plecotus austriacus betaherpesvirus 2,1325401
wenling righteye flounders astrovirus,2116420
ouango virus,864692
lake chad virus,688438
podargid alphaherpesvirus 1,2115843
gemycircularvirus chickad1,2844429
poecivirus a,2560644
poecile palustris genomoviridae sp.,2814990
estrildidae adenovirus 1,2609082
estrildidae adenovirus 2,2609083
coastal bearded dragon adenovirus,2591362
western bearded dragon adenovirus 1,1036586
agamid adenovirus 1,270904
agamid atadenovirus ben,332202
inland bearded dragon ranavirus,1659215
lizard atadenovirus b,2845524
pogona vitticeps erythrocytic iridovirus,1448984
squamate dependoparvovirus 2,2560780
psittacine aviadenovirus c,2734577
psittacine aviadenovirus b,2169709
beihai tree frog astrovirus,2116129
phasianid herpesvirus 1,1098913
avipoxvirus isolate chile,1294095
blueface angelfish adomavirus,2609871
pongo abelii polyomavirus 1,1891741
adenovirus predict_adv-91,2711010
bornean orangutan simian foamy virus,2170193
pongine gammaherpesvirus 2,159603
pongo pygmaeus cytomegalovirus 1,203138
pongo pygmaeus cytomegalovirus 1.2,660669
pongo pygmaeus lymphocryptovirus 1,203134
pongo pygmaeus lymphocryptovirus 2,691501
pongo pygmaeus polyomavirus 1,1236409
torque teno sus virus 1a,687386
ungulate copiparvovirus 2,1511890
potamochoerus porcus polyomavirus 1,2170410
paramyxovirus predict_pmv-171,2711087
mastadenovirus sp. cmr-5323,2592016
mastadenovirus sp. cmr-5338,2592019
mastadenovirus sp. cmr-5339,2592020
paramyxovirus predict_pmv-131,2711048
paramyxovirus predict_pmv-69,1647268
mastadenovirus sp. cmr-0202,2592042
mastadenovirus sp. cmr-5306,2592014
mastadenovirus sp. cmr-5558,2592028
mastadenovirus sp. cmr-5763,2592029
mastadenovirus sp. cmr-5775,2592030
priacanthus macracanthus nervous necrosis virus,1390992
cingulatid gammaherpesvirus 1,2839067
pristipomoides sieboldii ranavirus,1390984
rock hyrax herpesvirus hdz 2007,540567
procyon lotor polyomavirus 1,1891742
procyon lotor polyomavirus 2,2560649
raccoonpox virus,10256
bujaru phlebovirus,1933183
urucuri phlebovirus,2734482
rodent deltavirus,2751480
cape sugarbird pox virus,1692171
prosimian retrovirus 1,2821277
sifaka hepacivirus,2490447
sifaka pegivirus,2490446
wenling pesti-like virus 2,2116478
wenling shark virus,1746066
prunella montanella cress-dna-virus sp.,2815056
prunella montanella genomoviridae sp.,2814991
psenopsis anomala ranavirus,1390988
avipoxvirus 2017,2019388
emydid herpesvirus 1,1495287
guangdong pseudohemiculter dispar calicivirus,2116386
flounder aquabirnavirus,230107
false killer whale alphaherpesvirus,655486
largetooth flounder astrovirus,2486206
largetooth flounder-associated picorna-like virus,2486212
pseudorhombus cinnamoneus ranavirus,1390982
psittacine chaphamaparvovirus 1,2845975
southern psittacara leucophthalmus aviadenovirus,2604330
plum headed parakeet adenovirus 1,461346
psittacid herpesvirus 5,2661901
psittacine orthoreovirus agpreo1983,489824
thetapapillomavirus 1,197772
bat coronavirus 2265/philippines/2010,1117224
pteronotus alitonus betaherpesvirus 1,2737726
bat coronavirus p.davyi49/mexico/2012,1379867
pteronotus davyi polyomavirus 1,1891773
bat paramyxovirus pte_par/kcr245h/cr/2010,1112328
bat paramyxovirus pte_par/kcr245m/cr/2010,1112326
bat paramyxovirus pte_par/kcr370/cr/2010,1112327
betacoronavirus btcov/kcr15/pte_par/crc/2012,1346291
betacoronavirus btcov/kcr155/pte_par/crc/2012,1346292
betacoronavirus btcov/kcr180/pte_par/crc/2012,1346293
betacoronavirus btcov/kcr22/pte_par/crc/2012,1346294
coronavirus btcov/kcr230/pte_par/crc/2010,1269301
coronavirus btcov/kcr370/pte_par/crc/2011,1269308
coronavirus btcov/ocr11/pte_par/crc/2011,1269318
coronavirus mex_cov-10,1289545
coronavirus predict cov-10,2042537
pteronotus parnellii polyomavirus 1,1606501
tamana bat virus,161675
pteronotus rubiginosus gammaherpesvirus a,2737719
pteronotus rubiginosus gammaherpesvirus b,2737720
coronavirus predict cov-67,2042591
coronavirus predict cov-68,2042592
flying-fox retrovirus,2587240
hervey pteropid gammaretrovirus,2730656
paramyxovirus ifbpv25/2011,1132844
paramyxovirus ifbpv25/2011/predict-indswbt-123,1688622
paramyxovirus ifbpv25/2011/predict-indswbt-129,1688621
paramyxovirus ifbpv25/2011/predict-indswbt-139,1688623
paramyxovirus predict_pmv-10,2711018
paramyxovirus predict_pmv-100,2711019
paramyxovirus predict_pmv-102,2711021
paramyxovirus predict_pmv-124,2711041
paramyxovirus predict_pmv-25,1647225
paramyxovirus predict_pmv-92,2711111
paramyxovirus predict_pmv-94,2711113
pteropus alecto paramyxovirus,1562767
pteropus poliocephalus paramyxovirus,1562768
robina orthohantavirus,2601243
pteropus conspicillatus paramyxovirus,1562769
astrovirus pgastv-1,1403194
astrovirus pgastv-2,1403195
astrovirus pgastv-3,1403196
astrovirus pgastv-4,1403197
astrovirus pgastv-5,1403198
astrovirus pgastv-7,1403199
astrovirus pgastv-8,1403200
bat adenovirus 1,2711011
bocavirus pgbov-1,1403201
bocavirus pgbov-2,1403202
coronavirus pgcov-1,1403203
coronavirus pgcov-2,1403204
coronavirus pgcov-3,1403205
coronavirus pgcov-4,1403206
coronavirus predict cov-17,2042543
coronavirus predict cov-45,2042571
gannoruwa bat lyssavirus,1846259
paramyxovirus pgpmv-1,1403207
paramyxovirus pgpmv-10,1403208
paramyxovirus pgpmv-2,1403209
paramyxovirus pgpmv-3,1403210
paramyxovirus pgpmv-4,1403211
paramyxovirus pgpmv-5,1403212
paramyxovirus pgpmv-6,1403213
paramyxovirus pgpmv-7,1403214
paramyxovirus pgpmv-8,1403215
paramyxovirus pgpmv-9,1403216
paramyxovirus predict_pmv-125,2711042
paramyxovirus predict_pmv-4,2711095
polyomavirus pgpyv-1,1403217
polyomavirus pgpyv-3,1403219
pteropus giganteus papillomavirus type 1,1384489
tioman pararubulavirus,2560808
paramyxovirus predict_pmv-128,2711045
paramyxovirus predict_pmv-140,2711057
paramyxovirus predict_pmv-142,2711059
paramyxovirus predict_pmv-2,2711093
paramyxovirus predict_pmv-3,2711094
paramyxovirus predict_pmv-5,2711096
paramyxovirus predict_pmv-6,2711097
paramyxovirus predict_pmv-85,2711105
pteropus lylei simplexvirus 1,570425
pteropus lylei-associated alphaherpesvirus,2597167
pteropus melanotus natalis paramyxovirus,1562764
cedar henipavirus,1979179
fruit bat parvovirus,1194635
geelong paramyxovirus,1647921
teviot pararubulavirus,2560803
yarra bend paramyxovirus,1647922
bat coronavirus ank011f,1644140
bat coronavirus ank036f,1643897
bat coronavirus ank045f,1644141
bat coronavirus ank047f,1643898
bat coronavirus ank081f,1643902
bat coronavirus bem001f,1643896
bat coronavirus bem003f,1644139
bat coronavirus bem070f,1644147
bat coronavirus bem073f,1643899
bat coronavirus bem074f,1643900
bat coronavirus bem077f,1643901
bat coronavirus mah056f,1644144
bat coronavirus mah058f,1644145
broome virus,667093
pteropox virus,1873698
pteropus scapulatus paramyxovirus,1562766
bat associated cyclovirus 14,1987739
bat associated cyclovirus 15,1987740
bat associated cyclovirus 16,1987741
pacific flying fox associated multicomponent virus,1796003
pacific flying fox faeces associated circular dna virus-1,1796004
pacific flying fox faeces associated circular dna virus-10,1796005
pacific flying fox faeces associated circular dna virus-11,1796006
pacific flying fox faeces associated circular dna virus-12,1796007
pacific flying fox faeces associated circular dna virus-13,1796008
pacific flying fox faeces associated circular dna virus-14,1796009
pacific flying fox faeces associated circular dna virus-15,1796010
pacific flying fox faeces associated circular dna virus-2,1796011
pacific flying fox faeces associated circular dna virus-3,1796012
pacific flying fox faeces associated circular dna virus-4,1796013
pacific flying fox faeces associated circular dna virus-5,1796014
pacific flying fox faeces associated circular dna virus-6,1796015
pacific flying fox faeces associated circular dna virus-7,1796016
pacific flying fox faeces associated circular dna virus-8,1796017
pacific flying fox faeces associated circular dna virus-9,1796018
pacific flying fox faeces associated gemycircularvirus-11,1795990
pacific flying fox faeces associated gemycircularvirus-4,1795996
pacific flying fox faeces associated gemycircularvirus-8,1796000
pteropus associated gemycircularvirus 1,1985395
pteropus associated gemycircularvirus 10,1985404
pteropus associated gemycircularvirus 2,1985396
pteropus associated gemycircularvirus 3,1985397
pteropus associated gemycircularvirus 4,1985398
pteropus associated gemycircularvirus 5,1985399
pteropus associated gemycircularvirus 6,1985400
pteropus associated gemycircularvirus 7,1985401
pteropus associated gemycircularvirus 8,1985402
pteropus associated gemycircularvirus 9,1985403
pteropus associated gemygorvirus 1,1985427
pteropus associated gemykibivirus 1,2004964
pteropus associated gemykolovirus 1,2005505
pteropus associated gemykolovirus 2,2005506
chiropteran protoparvovirus 1,2170147
megabat bufavirus 2,1756189
paramyxovirus ifbpv01/2010,1132843
pteropine herpesvirus 2,1324804
pteropus vampyrus polyomavirus 1,1891743
pterygotrigla hemisticta nervous necrosis virus,1390990
wenling pterygotrigla hemisticta astrovirus,2116419
guangdong greater green snake calicivirus,2116169
ptyasnivirus 1,2734501
dyokappapapillomavirus 5,2169880
picobirnavirus puma/uru-01/2010,1068738
puma concolor gammaherpesvirus 1,1452542
puma feline foamy virus,2169894
puma lentivirus,12804
aquamavirus a,1330066
ringed seal herpesvirus,1419111
bulbul coronavirus hku11,574549
antarctic virus 6_i_apbootsw001ad,2761208
antarctic virus 6_i_apbootsw001ch,2761209
astrovirus pygoscelis/dt/2012,1586002
avian orthoavulavirus 17,2560323
bellingshausen virus,2707197
biscoe virus,2707198
borchgrevink virus,2707199
bransfield virus,2707200
byrd virus,2707203
charcot virus,2707204
christensen virus,2707205
cook virus,2707207
cooper virus,2707208
cope virus,2707209
d'urville virus,2707283
davis virus,2707210
de castilla virus,2707284
de gerlache virus,2707285
de lozier virus,2707287
de nodal virus,2707288
drake virus,2707211
dryglaski virus,2707214
dundee virus,2707216
filchner virus,2707219
halvorsen virus,2707224
hilary virus,2707225
ketchum virus,2707227
kyst virus,2707232
la roche virus,2707289
larsen virus,2707233
lazarev virus,2707235
le maire virus,2707290
marr virus,2707240
mawson virus,2707241
mella virus,2707242
o'leary virus,2707246
ostrekin virus,2707248
ousland virus,2707249
penguin circovirus,2676049
powell virus,2707253
pygoscelis adeliae polyomavirus 1,1891750
riiser virus,2707256
senko virus,2707263
shirase virus,2707267
telmo virus,2707272
treisepsilonpapillomavirus 1,1921778
tunzelmann virus,2707275
varley virus,2707278
wilkes virus,2707282
amundsen virus,2707192
antarctic virus 1_i_cpgeorsw001ad,2761173
antarctic virus 1_i_cpgeorsw002ad,2761174
antarctic virus 1_ii_cpgeorsw003ad,2761171
antarctic virus 1_ii_cpgeorsw003ch,2761172
antarctic virus 3_i_cphalfsw004ad,2761187
antarctic virus 3_ii_cphalfsw005ad,2761185
antarctic virus 3_v_cphalfsw003ad,2761188
artemyev virus,2707193
averyanov virus,2707194
balleny virus,2707195
bardin virus,2707196
bruce virus,2707201
chinstrap penguin adenovirus 1,1434087
chinstrap penguin adenovirus 3,1434089
chinstrap penguin adenovirus 4,1434090
chinstrap penguin adenovirus 5,1434091
chinstrap penguin adenovirus 6,1434092
chinstrap penguin adenovirus 7,1434093
chinstrap penguin adenovirus 8,1434094
coelho virus,2707206
de kerguelen virus,2707286
dralkin virus,2707212
dubrovin virus,2707215
ellsworth virus,2707217
fuchs virus,2707220
halley virus,2707223
kagge virus,2707226
khabarov virus,2707228
kornilov virus,2707229
korotkevich virus,2707230
krenkel virus,2707231
lawrence virus,2707234
luncke virus,2707236
magellan virus,2707238
maksutov virus,2707239
mott virus,2707244
nordenskjold virus,2707245
oates virus,2707247
palmer virus,2707250
penguin siadenovirus a,2005055
petrov virus,2707251
ptolmey virus,2707254
raina virus,2707255
ross virus,2707258
rymill virus,2707259
scott virus,2707261
sedov virus,2707262
serdyukov virus,2707264
shelvocke virus,2707266
smith virus,2707268
somov virus,2707269
stroud virus,2707270
tarbeyev virus,2707271
tolstikov virus,2707273
treshnikov virus,2707274
ui-te-rangiora virus,2707277
vespucci virus,2707279
wendell virus,2707281
antarctic virus 2_i_gpyanksw001ad,2761175
antarctic virus 2_i_gpyanksw001ch,2761176
antarctic virus 2_i_gpyanksw002ad,2761177
antarctic virus 2_i_gpyanksw003ad,2761178
antarctic virus 2_i_gpyanksw004ad,2761179
avian orthoavulavirus 18,2560324
avian orthoavulavirus 19,2560325
driatsky virus,2707213
gentoo penguin virus,2707191
gerritsz virus,2707222
pingu picornavirus,2575832
schouten virus,2707260
shackleton virus,2707265
tyabin virus,2707276
bean 157575 virus,1272938
belem virus,2748241
avipoxvirus id9081,1047202
avipoxvirus isolate belgium,1294093
blood python ranavirus,1585661
python nidovirus,1526652
ball python nidovirus 1,1986118
rana hepevirus,2185281
ranid herpesvirus 3,1987509
cervid alphaherpesvirus 2,365327
cervid herpesvirus 3,1370096
cervidpoxvirus reindeer/ontario/2008,662865
porcupine caribou gammaherpesvirus 1,1834532
porcupine caribou gammaherpesvirus 2,1834533
rangifer tarandus granti nidovirus,1489733
rangifer tarandus granti papillomavirus,1489729
rangifer tarandus granti parvovirus,1489731
rangifer tarandus granti polyomavirus,1489736
rangifer tarandus papillomavirus 3,1370095
rangiferine gammaherpesvirus 1,2653866
reindeer gammaherpesvirus,1249499
reindeer parapoxvirus,262725
xipapillomavirus 3,1961784
australian treefrog circovirus,1494921
mahaffey road virus,934028
coronavirus rcov/leo/rat_sik/chn/2007,1679910
tailam jeilongvirus,2560797
hunnivirus 05vz,1821753
mamastrovirus 25,2559931
rat associated smacovirus,2530497
arenaviridae sp.,2718723
paramyxovirus predict_pmv-86,2711106
rattus exulans cytomegalovirus 1,431630
rat herpesvirus,2007183
rodent associated cyclovirus 1,2560714
rat astrovirus,2039491
rat astrovirus rt/x104/xiamen,2093376
rattus losea adenovirus,1819364
hantavirus yn05-637,1093937
rat mammarenavirus,2479483
alphacoronavirus ukrn3,2520504
arenavirus dx1401,1481123
astrovirus astv_rat1,1293421
astrovirus astv_rat4,1293422
astrovirus rat/rs116/hkg/2007,858505
astrovirus rat/rs118/hkg/2007,858506
astrovirus rat/rs122/hkg/2007,858507
astrovirus rat/rs126/hkg/2007,858508
astrovirus rat/rs297/hkg/2008,858509
astrovirus rat/rs299/hkg/2008,858510
bastrovirus rat/77,2766746
bastrovirus rat/78,2766747
calhevirus nyc-d3,1562070
cardiovirus c,1821751
hantavirus cgrn8316,458679
hantavirus cgrn9415,458680
hantavirus ky,691767
hantavirus nb2,515160
hantavirus nb5,515161
hantavirus nb8,515162
hantavirus nb9,515163
hantavirus zhangmu01,1464144
hepacivirus g,2008766
hepacivirus h,2008767
hunnivirus sp.,2809476
manhattan parechovirus,1562051
mulberry orbivirus,1562054
murid betaherpesvirus 2,28304
norway rat arterivirus,1562062
norway rat hunnivirus,1562064
norway rat kobuvirus 1,1562048
norway rat kobuvirus 2,1562049
norway rat pegivirus,1562065
norway rat pestivirus,1562066
pestivirus j,2170089
picobirnavirus rat/bra-04/2006,933491
porprismacovirus ratas1,2845932
rabovirus a,1603962
rat adeno-associated virus,2303482
rat adeno-associated virus 1,341227
rat astrovirus rn/s510/guangzhou,2093375
rat bocavirus ks/11/0576-1,1560376
rat kobuvirus gz19,2758288
rat kobuvirus gz20,2758289
rat kobuvirus gz478,2758290
rat kobuvirus gz481,2758291
rat kobuvirus gz488,2758292
rat kobuvirus gz489,2758293
rat kobuvirus gz522,2758294
rat kobuvirus gz534,2758295
rat kobuvirus gz75,2758296
rat kobuvirus gz80,2758297
rat kobuvirus gz84,2758298
rat kobuvirus gz85,2758299
rat kobuvirus mm30,2758300
rat kobuvirus mm33,2758095
rat minute virus,1299922
rat parvovirus 1b,682123
rat picornavirus,1562069
rat retrovirus sc1,141903
rat sapovirus ks/11/0572-2,1560375
rat stool-associated circular ssdna virus mu/10/1772,1560377
rat stool-associated circular ssdna virus mu/10/1799,1560378
rattus norvegicus adenovirus,1819365
rattus norvegicus polyomavirus 1,1679933
rattus norvegicus polyomavirus 2,1919247
rodent bocaparvovirus 1,2734309
rosavirus b,1902501
sapovirus 1 rodent/manhattan/2013,1562071
sapovirus 2 rodent/manhattan,1562073
sapovirus rat/s4-82,2488793
thera virus,1562074
wenzhou rattus norvegicus orthohepevirus 1,2832084
wenzhou rattus norvegicus pegivirus 1,2832089
adenovirus predict_adv-26,2710960
adenovirus predict_adv-31,2710965
barur ledantevirus,1978534
coronavirus rcov/bor473/rat_rat/mys/2012,1679882
coronavirus rcov/tp3_26/rat_rat/tha/2005,1679923
hantavirus mayov,1811503
murid betaherpesvirus 8,1261657
paramyxovirus predict_pmv-167,2711083
paramyxovirus predict_pmv-55,1647255
rattus rattus cytomegalovirus 1,431631
rodent cardiovirus,2069371
rodent paramyxovirus livr10-73,1384017
rodent paramyxovirus livr10-74,1384018
rodent paramyxovirus rat_rat/tp180/tha/2007,1112697
mojiang henipavirus,1979176
paramyxovirus predict_pmv-132,2711049
paramyxovirus predict_pmv-58,1647258
rattus tanezumi adenovirus,1819366
rattus tanezumi hunnivirus,2184404
rattus tanezumi parechovirus,2184405
rodent associated cyclovirus 2,2560715
serang virus,528322
wenzhou rattus tanezumi pegivirus 1,2832090
xingyi virus,2201416
rattus tiomanicus cytomegalovirus 1,431632
avocet calicivirus,2212749
avocet megrivirus,2212751
avocet picornavirus,2212755
avocet picornavirus b,2212790
rio segundo hantavirus,37207
australian smelt picornavirus,2830707
coronavirus rcov/nsp32/rha_pum/rsa/2008,1679913
coronavirus rcov/nsp63/rha_pum/rsa/2008,1679914
coronavirus rcov/nsp65/rha_pum/rsa/2008,1679915
hepacivirus i,2008768
rodent paramyxovirus rha_pum/ns13/rsa/2009,1112678
rodent paramyxovirus rha_pum/ns16/rsa/2009,1112682
rodent paramyxovirus rha_pum/ns22/rsa/2009,1112680
